#{"t_start": 1635719273.7741396, "env_id": "WurtzReact-v1"}
r,l,t
0.744763,20,1920.02489
0.744564,20,1921.909129
0.744176,20,1923.807789
0.743796,20,1925.717434
0.743414,20,1927.596777
0.743001,20,1929.496582
0.742631,20,1931.428108
0.742624,20,1933.318372
0.742223,20,1935.224504
0.742019,20,1937.128691
0.741787,20,1939.030653
0.741514,20,1940.941896
0.74131,20,1942.856231
0.740998,20,1944.77441
0.740571,20,1946.676544
0.740189,20,1948.590874
0.740012,20,1950.475925
0.740294,20,1952.376003
0.740232,20,1954.290542
0.739967,20,1956.205468
0.73968,20,1958.10627
0.739451,20,1960.00254
0.739175,20,1961.889694
0.739382,20,1963.79406
0.739287,20,1965.698736
0.739069,20,1967.610788
0.73868,20,1969.507135
0.738529,20,1971.415657
0.738393,20,1973.303909
0.73827,20,1975.207231
0.738097,20,1977.104421
0.737954,20,1978.989397
0.737584,20,1980.910335
0.737353,20,1982.811033
0.736983,20,1984.710474
0.737037,20,1986.613873
0.73698,20,1988.533361
0.736588,20,1990.43009
0.736312,20,1992.361408
0.735999,20,1994.27231
0.735536,20,1996.175768
0.735319,20,1998.07957
0.734923,20,1999.966548
0.734721,20,2001.861619
0.734332,20,2003.772509
0.733891,20,2005.684031
0.7336,20,2007.575791
0.733619,20,2009.473793
0.733347,20,2011.372077
0.733134,20,2013.27242
0.732941,20,2015.179915
0.732819,20,2017.093101
0.73273,20,2018.990848
0.732303,20,2020.893024
0.731936,20,2022.778077
0.731525,20,2024.678355
0.731217,20,2026.599256
0.730817,20,2028.507291
0.730581,20,2030.407623
0.730204,20,2032.323869
0.72986,20,2034.212628
0.729679,20,2036.111983
0.72933,20,2038.022193
0.729104,20,2039.916438
0.728697,20,2041.841064
0.728327,20,2043.735189
0.727892,20,2045.623494
0.727586,20,2047.524148
0.727229,20,2049.432371
0.727092,20,2051.33074
0.727094,20,2053.256615
0.72678,20,2055.172989
0.726426,20,2057.066546
0.72617,20,2058.968461
0.725974,20,2060.885547
0.725687,20,2062.788266
0.725355,20,2064.694775
0.725195,20,2066.620322
0.724799,20,2068.503252
0.724729,20,2070.40579
0.724366,20,2072.318653
0.723985,20,2074.203676
0.723601,20,2076.10497
0.723299,20,2078.039536
0.722946,20,2079.921098
0.722556,20,2081.831517
0.722209,20,2083.73075
0.722023,20,2085.625674
0.721968,20,2087.53058
